servicename,link,institution
희망Plus 청소년 장학생,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0008663368,일주학술문화재단
행복나눔 등록금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0008663363,APRO(아프로)
장애아동 의료비지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019762,밀알복지재단
안면장애인 무료 성형수술 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001013011,밀알복지재단
신장이식수술비 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019763,밀알복지재단
기적을 품은 아이들,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001013009,밀알복지재단
무료보청기지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016719545,사랑의달팽이
장애인 정형신발 및 인솔 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016650392,푸르메재단
주거취약계층 주거지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016650415,주거복지재단
장애아동 재활치료비 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016337471,푸르메재단
내 몸에 꼭 맞는 희망맞춤 보조기구,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016650391,푸르메재단
푸르메재활센터,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016337482,푸르메재단
양현 미술치료 교실,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016025069,양현재단
교보다솜이 간병봉사단,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016025097,다솜이재단
장애인 자립주택,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0016025085,평원재단
I Love Korea(다문화 가족캠프),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=24&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014824137,KRX국민행복재단
취업지원센터,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014887099,남북하나재단
장애아동 휴식지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014824182,건강가정지원센터
가족역량강화 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014887128,건강가정지원센터
꿈키움장학,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014823706,삼성꿈장학재단
숲치유센터 운영,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014823920,한국산림복지진흥원
녹색장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764700,한국산림복지진흥원
다문화가정 전통문화체험,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764683,우리청년사업단
국내장학생,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764499,관정 이종환 교육재단
여름 장애인무료해변캠프,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764549,영산조용기자선재단
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=26&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014641433,귀뚜라미재단
다문화가정 모자 학습지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014824133,KRX국민행복재단
전기요금 긴급지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014823968,한국에너지재단
KRX Dream 장학금(특성화고등학생),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014887071,KRX국민행복재단
화상점프캠프,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014887038,사회복지법인 한림화상재단
장학금 및 교육서비스 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014824052,남촌복지재단
희망드림 의료지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014887022,중소기업중앙회(사랑나눔재단)
난방유 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014886941,한국에너지재단
다문화 재능교육 프로젝트(사진),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014887043,인클로버
권역별미혼모부자거점기관운영지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014824190,건강가정지원센터
공동육아나눔터,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=25&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014887111,건강가정지원센터
project S,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014641428,cj 문화재단
특수교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764423,밀알복지재단
'짱아야 학교가자' 장애아동 토요학교,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014641442,밀알복지재단
cj 대중음악 장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764409,cj 문화재단
밀알첼로앙상블 '날개',http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014641441,밀알복지재단
위기가정지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764424,밀알복지재단
해외연수,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764462,농어촌희망재단
국내연수,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014641482,농어촌희망재단
희망사다리 장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014641362,한국장학재단
사랑드림장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=27&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764314,한국장학재단
시각장애인 정보화사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014764381,LG공익재단
의료복지사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014701834,아산사회복지재단
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0014701835,아산사회복지재단
치과지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012092748,남북하나재단
의료지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012148012,남북하나재단
전문 상담사,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012092747,남북하나재단
주택 미배정자 공동생활시설,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012092751,남북하나재단
무연고 청소년 그룹홈,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012092752,남북하나재단
생활안정키트,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012148015,남북하나재단
다문화가족음악방송,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=28&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0007004685,웅진재단
농촌 다문화가정 모국방문,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0006832281,농협재단
중년기 가족교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012959142,건강가정지원센터
노년기 가족교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012959147,건강가정지원센터
예비부부 및 신혼기 가족교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012959130,건강가정지원센터
아동/청소년기 가족교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013144368,건강가정지원센터
창업지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012520923,남북하나재단
"청소년교육, 장학사업",http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012403060,남북하나재단
통일 미래리더 육성,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012520927,남북하나재단
취업역량강화,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012403058,남북하나재단
영농정착,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=29&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0012520924,남북하나재단
온드림 어린이 희망의료사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0004974124,현대차정몽구재단
IT역기능 예방,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003393144,KT그룹희망나눔재단
실생활용IT기기활용,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003393147,KT그룹희망나눔재단
최첨단 IT기기활용,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003393146,KT그룹희망나눔재단
맞춤형IT교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003393145,KT그룹희망나눔재단
"국가장학금(Ⅰ,Ⅱ유형)",http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0011040157,한국장학재단
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0010605688,앨트웰 민초장학재단
"소아암,백혈병 경제적지원",http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003509504,새생명지원센터
희귀난치성질환 경제적지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003393106,새생명지원센터
새생명 환아 가족캠프,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=30&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003509510,새생명지원센터
S-OIL과 함께하는 햇살나눔 캠프,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=31&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003509500,새생명지원센터
