content,docs,etc,howto,name,purpose,service,target
"
								- 인터넷 접수 : http://www.cjazit.org/ ,- 연중 상시
							","
								,
							",,"
								- 희곡,- 참가지원서,- 작품개요(CJ아지트 홈페이지에서 다운받아 작성)
							",," 
								- 제작 및 홍보마케팅 등 프로덕션 운영이 가능하며 한국 국적을 가진 모든 창작자,- 국내 창작단체/극단,- 국내 창작공연 작품(연극, 뮤지컬, 무용 등)
							",스테이지업(공간지원 사업),"
								- 3주간 공연장 및 부대장비, 작품제작비 800만원 지원
							"
"
								- 인터넷 접수: www.lottefoundation.or.kr ,- 매년 10~12월 공고
							",,,"
								,
							",," 
								- 롯데 희망장학금: 전과정(예체능 제외) 및 한국장학재단 소득 3분위 이하 가정학생 ,- 롯데 미래인재장학금: 전 학과(예체능 제외) 및 성적이 우수한 학생
							",장학사업,"
								- 장학금 지급,- 금액 미정
							"
"
								- 인터넷 접수: http://shscholar.com/
							","
								,
							",,"
								- 신청서 1부, 자기소개서 1부 (1차 합격자에 한하여 추가 제출서류 있음) ,- 기타(해당자에 한함): 국민기초생활보장 수급자 증명서 1부, 장애인 증명서 1부, 한부모 가정 증명서 1부, 주택임대차계약서 사본 1부(자가 주택 이외)
							",," 
								- 기초생활수급자 및 차상위, 기타 저소득 가정(한부모가정, 장애우가정 등)의 학생(고등학생, 대학생, 대학원생 (입학예정 포함)),- 국가기관이나 지방자치단체, 학교, 기타 장학관련 단체로부터 명시적인 장학금으로 수업료 또는 등록금을 전액 면제지원 받고 있지 않는 학생
							",장학사업,"
								- 장학금 지원(학업보조금) ,- 금액미정
							"
"
								- 매년 12월~1월 공고,- 등기우편 접수: 서울시 동대문구 왕산로 10 교보재단빌딩 9층
							",,,"
								- 지원신청서(사진 반드시 부착), 인생계획서,- 시설장 또는 관련 단체장의 추천서(추천자 소속/직책, 연락처를 반드시 기재),- 고등학교 전(全)학년 생활기록부, 주민등록등본,- 대학합격통지서(예비합격자는 예비합격 순위가 적혀 있는 서류 접수),- 기초생활수급대상자 증명서(해당자에 한하여 서류 제출),- 개인정보 수집,이용 동의서
							",," 
								- 보육시설 및 그룹홈에서 성장한 청소년으로 당해연도 입학예정인 신입생,- 저소득층 가정(한부모조손가정, 소년소녀가장 등으로 당해연도 입학예정인 신입생,※ 한국장학재단 장학금과 중복가능
							",교보생명 희망다솜장학금,"
								- 대학입학부터 졸업시(8학기)까지 장학금 지원(학기당 200만원)
							"
"
								- 연중(홈페이지 참조)
							",,,,," 
								- IT 인재양성: 서울, 경기지역에 거주하는 중, 고등학생 ,- IT 문화공간조성: 컴퓨터 교실을 운영하는 사회복지시설
							",SC다빈,"
								- IT 인재양성: PPT자격증, EXCEL 자격증 취득과정 운영 ,- IT 문화공간조성: 컴퓨터점검, 노후장비 교체, 소프트웨어 업데이트, 바이러스 및 악성코드 제거 등
							"
"
								- 인터넷 접수 : ,
							",,,"
								- 공통서류,ㆍ본인: 온라인지원서 및 접수표 출력본 각 1부 (최종저장 후 출력가능) , 1학기 성적증명서 1부 , 해당학부(과) 지도교수추천서 1부소정양식 없고A4사이즈), 에세이 1부 (주제는 온라인지원서에 참조, A4 2매 이내),ㆍ보호자: 보호자 지방세 세목별(주택,토지,건축물) 과세(비과세 증명서부ㆍ모 각각 1부), 건강ㆍ장기요양보험료 납부확인서 1부, 건강보험증 사본 1부 ,- 추가서류,ㆍ고시학원 수강증 사본 또는 교내 고시준비반 입실확인서,ㆍ외국어 자격증 사본 (유효기간 2년 이내),ㆍ수학ㆍ과학 경시대회 상장 사본 (고교~현재까지의 전국대회 이상),ㆍ사회봉사활동 확인서 (대학 재학중에 한함) ,ㆍ국민기초생활보장 수급대상자 증명서,ㆍ장애인등록수첩 사본,ㆍ가족 중 장기입원 및 요양시 병원에서 발급하는 입원확인증명서
							",," 
								- 1학기 총 15학점을 이수하고, 성적이 3.5이상(4.5만점)인 1학년 여학생 (단, 4.3만점인 학교는 3.34이상 / 계절학기 성적은 포함되지 않음) ,- 대상학교: 서울대, 연세대, 고려대, 서강대, 성균관대, 한양대, 이화여대, 숙명여대, 부산대, 경북대, 전남대, 전북대, 충남대, 충북대, 강원대, 제주대 (총 16개교)
							",두을장학,"
								- 2학년 ~ 졸업시까지 등록금 전액 (학점 및 활동평가) ,- 매학기 자기계발비 지원 ,- 상하반기 워크숍 실시 ,- 금액미정
							"
"
								- 우편접수: (140-026) 서울시 용산구 이촌로 352 신동아빌딩 304호 최경주재단 KJ골프꿈나무 담당자 앞 ,- 매년 12월~1월 중 접수
							","
								,
							",,"
								- 공통서류,ㆍ신청서, 자기소개서, 중고연맹 입상 기록부, 대한골프협회 핸디캡 카드, 주민등록등본,ㆍ기초생활수급대상자 증명서 또는 차상위증명서 또는 한부모가족 증명서 (중복 시 모두 제출),ㆍ보호자의 건강보험증 사본, 보호자 건강보험료 납부고지서 또는 납부확인서 보호자 재산세 납부증명서(지방세 세목별 과세/ 비과세 증명서) 3부 모두 제출 ,- 추가서류,ㆍ증빙서류: 담당 선생님 추천서 및 프로 추천서, 학교 생활기록부,ㆍ재능증빙서류 : 자신의 재능이나 소질을 증명할 수 있는 자료 제출
							",," 
								- 경제적 어려움을 이겨내어 골프계의 주역이 되기 위해 노력하고 있는 중고등학생,- 대한골프협회 대회 출전 시드권 보유자,- 해외훈련에 결격사유가 없는 자,- 중고연맹 평균타수 이하(해당연도 기준),* KJ골프꿈나무, 희망장학생 포함 1가정 1인 지원 가능
							",kj골프꿈나무 육성사업,"
								- 글로벌 미래인재육성 프로그램 제공 ,- 국내외 대회 출전시 참가비 지원 ,- 월 1회 정기라운딩 제공 ,- 연습 장비 제공 ,- 프로 국내 대회 갤러리 관람 기회 제공 등
							"
"
								- 학교 사회사업실 및 상담실, 사회복지시설을 통한 대상자 모집
							",,,,," 
								- 서울, 경기지역에 거주하는 중학교 1~3학년
							",청소년 내 꿈 찾기 의지나눔,"
								- 전문 직업군 봉사자와의 만남,- 직업현장 견학 및 업무체험,- 문화체험 및 캠프
							"
"
								- 기타 접수(팩스:02-3775-1769),- 홈페이지 참조(hmcs.or.kr), 연중 수시 접수
							","
								,
							",,"
								- 공통서류,· 신청서, 증명서*？ 법적으로 명시된 대상자,  * 수급자 증명서, 기초연금 수급자 확인서, 장애인증명서, 복지카드, 한부모가족증명서, 차상위 증명서 등,· 법적으로명시되지않은대상자 : 재산세, 건강보험납입증명서
							",," 
								- 법적으로 명시된 대상자(사회복지사업법 제2조 1항에 근거한 대상자) ,- 소년소녀가장, 결식아동가정, 장애우, 한부모가정, 다문화가정 등 법적으로 명시된 가정 ,- 65세 이상 어르신, 독거노인, 공공기관 추천을 받은 모든 차상위계층 및 저소득가정 ,- 법적으로 명시되지 않았으나 한마음사회복지재단의 심사를 통해서 수혜자로 선정된 가정
							",한마음 의료바우처 카드,"
								- 의료보험 항목중 본인부담금의 30% 전후로 의료바우처카드 결제가능 ,- 이용한도,ㆍ개원의원(양방), 한의원(한방), 치과의원: 월 12회,ㆍ약국: 월 12회
							"
"
								- 우편접수 : (140-026) 서울시 용산구 이촌로 352 신동아빌딩 304호 최경주재단 KJ골프꿈나무 담당자 앞,- 매년 12월 선발 공고
							",,,"
								- 공통서류,ㆍ신청서,ㆍ자기소개서,ㆍ연간 자원봉사 활동계획서(재단 자원봉사 외에 학교 또는 거주지 근처 지역아동센터 등 복지기관 재능나눔 및 자원봉사 연계 계획 등 작성),- 증빙서류,ㆍKJ희망장학생 추천서 및 성적증명서,ㆍ신입생의 경우 고등학교 생활기록부 및 수능 성적증명서,ㆍ자신의 재능이나 소질을 증명할 수 있는 자료 제출,ㆍ기초생활수급대상자 증명서 또는 차상위증명서 또는 한부모가족 증명서 1부 제출(중복시 모두 제출),ㆍ보호자(부모)의 건강보험증 사본,ㆍ보호자 건강보험료 납부고지서 또는 납부확인서,ㆍ보호자 재산세 납부증명서(지방세 세목별 과세/비과세 증명서) 3부 모주 제출,ㆍ주민등록등본
							",," 
								- 자신의 꿈과 재능을 개발할 의지를 가진 대학생(학년 및 전공 제한없음),- 국민기초생활보호대상자,- 차상위계층, 한부모가정, 조손가정 외 경제적 위기 상황을 증명할 수 있는 대상자,- 특별한 재능을 보이는 능력을 증명할 수 있는 경우
							",kj희망장학생 육성사업,"
								- 학기당 200만원
							"
,,,,,"
								- 외래 고액 검사비 및 입원 치료비 등 의료비 지원,- 재활프로그램, 보장구 및 의료장비 지원 등
							",의료지원사업,"
								- 고려대학교 구로병원, 서울대학교병원, 세브란스병원 사회사업실을 통해 신청,- 연중 수시
							"
"
								- 기타 접수: 마산역으로 모이신 어르신들에게 제공 ,- 동지, 설날 중 현장접수
							",,,,," 
								- 소외계층 노인(경남, 울산)
							",사랑의 동지팥죽/떡국 나눔행사,"
								- 마산역에서 동지, 설날 어르신들에게 떡국, 팥죽 제공
							"
"
								- 기타 접수: 시군구나 학교에서 대상추천의뢰 ,- 매년 5월 중 공고
							",,,,," 
								- 고등학교에서 지원대상 추천(소외계층, 성적우수자)
							",청소년장학사업,"
								- 1인당 100만원(학교요청에 따라 금액이 변동될 수 있음)
							"
"
								- 우편 접수: 서울특별시 마포구 마포대로 20 다보빌딩 4층 사회복지법인 유당복지재단 사무국
							",,,"
								- 시청·구청·주민센터장의 생활비 지원신청서, 통장사본(본인),- 연중 수시 접수
							",," 
								- 생활이 어려운 소년소녀가장, 가정위탁아동(조손가정) 등 보살핌을 제대로 받지 못하는 가정위탁 아동 ,- 국내 보호자의 경제적인 어려움으로 생계유지의 위기에 처한 만18세 미만의 아동
							",가정보호아동 및 저소득층 아동지원,"
								- 최대 300만원 이내
							"
"
								- 연중 접수 ,- 우편 접수: 서울특별시 마포구 마포대로 20 다보빌딩 4층 사회복지법인 유당복지재단 사무국
							",,,"
								- 학교장, 시청, 구청, 주민센터장의 급식비 지원신청서, 통장사본(본인)
							",," 
								- 소년소녀가장, 법정 한부모가정, 조손가정, 기초생활수급자가정 등 저소득층 가정의 결식아동과 불우학생 ,- 국내 보호자의 경제적인 어려움으로 결식, 생계유지의 위기에 처한 만18세 미만의 아동
							",급식비 지원,"
								- 급식비 최대 100만원 이내 지원
							"
"
								- 기타 접수 : 시군구에서 대상추천ㆍ의뢰,- 매년 어버이날 전 공고(4월 말~5월 초, ,)
							",,,"
								,
							",," 
								- 시군구에서 추천하는 소외계층 대상(경남, 울산)
							",독거노인을 위한 카네이션 축제,"
								- 생필품 지원
							"
"
								- 연중 수시 접수 ,- 우편 접수: 서울특별시 마포구 마포대로 20 다보빌딩 4층 사회복지법인 유당복지재단 사무국
							",,,"
								- 각 의료기관(대학병원) 사회사업팀의 의료비 지원신청서, 통장사본(병원), 진단서, 주민등록등본, 세목별과세(납세)증명서(수급자증명서), 건강보험납부확인서(의료급여증명서)
							",," 
								- 대학병원을 통하여 경제적인 어려움으로 제대로 치료를 받지 못하는 불우환아 및 의료 소외계층 ,- 국내 보호자의 경제적인 어려움으로 중증질환을 제대로 치료 받지 못하는 만18세 미만의 불우환아
							",의료비 지원,"
								- 의료비(입원비, 검사비, 수술비) ,- 최대 500만원 이내
							"
"
								- 도서관 및 복지관 위치와 연락처는 홈페이지 참고,ㆍ영등포종합사회복지관 도서관, 부산종합사회복지관 도서관, 제주종합사회복지관 도서관, 주종합사회복지관 도서관, 연수종합사회복지관 도서관, 대구종합사회복지관 도서관, 진주평거종합사회복지관, 천안성정종합사회복지관, 전북종합사회복지관, 경남통영복지관 등 11개 도서관
							",,,,,"
								- 지역사회의 아동들에게 책을 통해 놀고 배울 수 있도록 도서대여 및 도서를 활용한 다양한 프로그램 지원
							",어린이도서관,"
								- 도서대여 ,- 독서지도:독서지도, 독후감 활동, 부모를 위한 도서지도, 독서골든벨 등
							"
"
								- 전화상담 신청: 1588-1940
							",,,,," 
								- 소외계층 아동
							",문화예술학교,"
								- 바이올린, 첼로, 비올라 등의 클래식 오케스트라 교육 ,- 북/젬배/장고 등의 타악기 교육
							"
"
								- 기타접수: 지자체나 복지단체 추천의뢰,- 매년 연말 공고
							",,,,," 
								- 저소득층 기초생활수급자, 모자가정(경남, 울산)
							",소외계층을 위한 사랑의 연탄배달/김장담그기,"
								- 연탄, 김치(제공량은 해마다 다름)
							"
"
								- 기타 접수: 지역에 가까운 산하의 복지관 전화 신청
							",,,,," 
								- 부모교육을 원하는 누구나(아동기 부모)
							",부모교육,"
								- 부모 교육(행복한 부모에게 필요한 기본자세와 마음가짐, 삶의 기술, 자녀와 자기 이해)
							"
"
								- 이메일 접수: bigfq@naver.com ,- 팩스 접수: 051-662-2393 ,- 연중 수시(단, 지역별 선착순 마감)
							",,,,," 
								- 전국 특성화고등학교(학교별 200명 내외)
							",청소년(중고생)금융 교육&특성화고 진로특강,"
								- 교육 프로그램: 금융생활, 금융기관과 직업, 금융권 취업 ,- 교육 혜택,ㆍKRX청소년 금융교육 표준교재 및 기념품 제공
							"
"
								- 방문 접수: 종합사회복지관(제주, 대구, 광주, 부산, 전북, 나주, 중탑, 포항, 진주평거, 울산화정, 대전, 연수, 전남, 경남통영)
							",,,,," 
								- 지역사회 아동
							",장난감도서관,"
								- 장난감 대여 ,- 놀이지도: 레고교실, 가베교실, 부모와 함께하는 놀이교실, 오감발달놀이 등
							"
"
								- 인터넷 접수 : ,- 연중 수시 모집
							",,,"
								,
							",," 
								- 초등학생부터 성인까지 대상
							",KRX종합홍보관 방문 금융교육,"
								- 전시관 관람과 금융교육,ㆍ경제보드게임, 역할극, 모의투자게임 등의 체험학습 프로그램
							"
"
								- 기타접수 : 각 구청에서 추천의뢰,- 매년 4월~5월 접수
							",,,,," 
								- 다문화 가정
							",다문화가정 도서나눔,"
								- 한국의 문화, 역사와 관련된 아동도서 지원
							"
"
								- 인터넷 접수: ,- 공고 : 매년 6월 중
							",,,"
								,
							",," 
								- 경제, 금융에 관심있는 전국 대학생(휴학생 포함) ,- 지역별 100명(선착순)
							",대학생 경제·금융 워크숍 및 프리젠테이션 대회,"
								- 교육내용(워크숍),ㆍ[강의1] 나의 머니스크립트, 그리고 인생설계,ㆍ[강의2] 금융환경의 변화와 금융회사 취업,ㆍ[강의3] 금융생활의 혜택과 위험,ㆍ[강의4] 재무설계의 이해와 프리젠테이션 대회 ,- 교육혜택,ㆍ(워크숍) 워크북 및 인증서, 점심식사 및 기념품 제공,ㆍ(PT대회) 상장 및 상금, 지방참여자 교통비 제공
							"
"
								- 매년 7~8월 홈페이지 공고에 다른 신청방법 참조(각 분야별로 상이함)
							",,,"
								- 장학생 지원 신청서, 가족관계증명서, 개인정보활용 동의서, 성적증명서, 저소득 관련 증빙서류, 통장 사본
							",," 
								- 산재근로자 자녀, 마이스터고 진학희망 저소득 자녀, 해양경찰 자녀, 화물운전자 자녀
							",희망에너지 장학사업,"
								- 중, 고등학생 연간 180만원 ,- 대학생 연간 300만원
							"
"
								- 팩스 접수 : 02-2637-5767,- 우편 접수 : 서울특별시 영등포구 버드나루로 55 4층(구, 영등포동7가 94-195 4층),- 연중 수시 접수
							",,,"
								- 신청서,- 주민등록등본,- 과세증명서,- 건강보험증사본
							",," 
								- 화상으로 치료가 필요한 저소득층 환자
							",의료비지원사업,"
								- 입원비, 심리재활치료비(금액미정), 외래 및 피부재활치료비, 보습제 및 약품지원
							"
"
								- 기타 접수: 회원조합(단체) 및 재단 후원자, 장학회계 출연조합 등에서 추천 ,- 매년 12~1월, 7~8월
							",,,"
								- 공통서류,ㆍ추천서 1부 (제1호 서식-홈페이지),ㆍ희망드림 장학금 신청서 1부 (제2호 서식-홈페이지),ㆍ개인정보수집이용 및 제공 동의서 1부 (제5호 서식-홈페이지),ㆍ주민등록등본 1부,ㆍ건강보험료 납부확인서(최근 3개월 분) 1부 ,ㆍ재학증명서 1부,ㆍ성적증명서 및 학교생활기록부 각 1부,ㆍ통장사본 1부 ,- 추가서류,ㆍ홈페이지 참조
							",," 
								- 공통 기준: 노란우산공제 가입업체 대표, 임직원 자녀,ㆍ고등학교 및 대학(교) 재학생 또는 진학 예정자 ,ㆍ본 재단 희망드림 장학사업을 제외한 타 장학재단단체기관 등의 장학금 수혜를 받지 아니한 자 ,- 희망 장학금,ㆍ국민기초생활수급권 가정: 부모합산 소득 최저생계비 미만 가정,ㆍ차상위계층 가정: 부모합산 소득 차상위계층 소득인정액 미만 가정,ㆍ저소득 가정: 부모합산 소득 저소득 가정 소득인정액 미만 가정,ㆍ기타, 결손·조손·장애·다문화가정·위탁 등에 해당하는 가정 ,- 드림 장학금,ㆍ교내 학업성적이 우수하여 담임교사(학과장)가 추천한 자,ㆍ예체능 등 특기적성능력이 뛰어나 담임교사(학과장)가 추천한 자,ㆍ대학수학능력시험 성적 포함이 우수한 자로서, 미래인재로 성장할 수 있도록 꾸준한 지원이 필요하다고 판단되는 경우,ㆍ기타 학습특기적성 성취 향상, 진로탐색, 체험활동 등 꾸준한 자기계발을 통해 자기 발전을 도모하고 있는 자,ㆍ이전 희망드림 장학사업 수혜대상자 중 지속적인 지원이 필요한 자
							",희망Dream장학사업,"
								- 장학금 구분,ㆍ희망 장학금: 고등학생 200만원 이내, 대학(교)생 400만원 이내,ㆍ드림 장학금: 고등학생 300만원 이내, 대학(교)생 1,000만원 이내
							"
"
								- 인터넷 접수: www.fordrivers.or.kr,- 연중 신청
							","
								,
							",,"
								- 필요 공통서류 : 화물자동차 운전업무 경력
							",," 
								- 공고일 기준 6개월 이상의 사업용 화물자동차 운전업무 경력을 보유한 자 ,- 화물운송종사자격증(교통안전공단)을 취득한 자 ,- 국민건강보험(지역, 직장) 가입자
							",건강검진사업,"
								- 지정 협력 병원의 지정항목 검진 비용 재단에서 전액 부담 ,- 대학병원 교수진이 정밀하게 검진(암, 내시경, 초음파 검사 등 차별화된 특수 검진) ,- 지정항목 외 추가 검진 시 비용은 본인이 부담 ,- 지정 협력 병원 외 다른 병원에서도 검진 가능 (최대 40만원 지원)
							"
"
								- 기타 접수: 지자체나 복지단체 추천의뢰,- 매년 추석 전 공고
							",,,,," 
								- 저소득층 기초생활수급자, 모자가정(경남, 울산)
							",추석맞이 송편빚기 및 선물전달,"
								- 생필품(해마다 지원품 변동), 송편
							"
"
								- 방문 접수: 거주 지역 주민센터(신청은 1~3월 중 지역별로 공고)
							",,,,," 
								- 만 18세 미만 장애아와 생계ㆍ주거를 같이 하는 전국가구평균소득 100%이하 가정의 장애아동(장애인복지법 상 1급, 2급, 3급 장애아동)
							",장애아돌보미,"
								- 장애아돌보미가 가정에 방문하여 양육자 부재시 장애아동을 임시로 보육해주거나, 양육자와 함께 보육에 참여하여 신변처리 및 일상생활을 지원 ,- 아동 한 명 당 연 480시간 범위내(1회 이용시간 2시간 이상)에서 무료로 이용 가능
							"
"
								- 인터넷 접수: http://online.bokjiro.go.kr, https://idolbom.mogef.go.kr ,- 방문 접수: 읍면사무소 및 동주민센터 ,- 문의: 1577-2514 ,- 요청이로부터 2~3일 전 신청 필요, 본인부담금 선입금 필요
							",,,"
								,
							",," 
								- 만 3개월 이상~만 24개월 이하 영아,- 정부지원 대상자 및 서비스 우선순위,ㆍ소득활동, 다자녀 양육으로 양육공백이 발생하는 가정(취업한부모, 장애부모, 맞벌이 가정, 다자녀 가정, 기타 양육부담 가정),ㆍ서비스 우선순위는 홈페이지 참조
							",영아 종일제 돌봄서비스,"
								- 이유식, 젖병소독, 기저귀갈기, 목욕 등 영아 돌봄과 관련된 활동 전반 (건강, 영양, 위생, 교육 등)
							"
"
								- 인터넷 접수 : 복지로 온라인신청,, 아이돌봄홈페이지,- 방문접수 : 읍면사무소 및 동주민센터,- 연중 신청
							",,,,," 
								- 수족구병 등 법정 전염성 질병에 감염된 시설 이용 아동,- 정부지원 대상자 및 서비스 우선순위,ㆍ소득활동, 다자녀 양육으로 양육공백이 발생하는 가정(취업한부모, 장애부모, 맞벌이 가정, 다자녀 가정, 기타 양육부담 가정),* 서비스 우선순위(홈페이지 참조)
							",전염성 질병지원 돌봄서비스,"
								- 서비스 제공범위: 아동의 병원 이용 동행 및 재가 돌봄 서비스 제공,- 서비스 안내,ㆍ별도 정부지원시간 없이 이용비용 50% 정부지원,ㆍ감염병의 예방 및 관리에 대한 법률 제 2조 감염병에 한함
							"
"
								- 인터넷 접수: ,, ,- 방문 접수: 읍면사무소 및 동주민센터 ,- 연중 수시 접수
							",,,"
								,
							",," 
								- 만 3개월 이상~만 12세 이하 아동 ,- 정부지원 대상자 및 서비스 우선순위,ㆍ소득활동, 다자녀 양육으로 양육공백이 발생하는 가정(취업한부모, 장애부모, 맞벌이 가정, 다자녀 가정, 기타 양육부담 가정)에 대해 정부지원,ㆍ서비스 우선순위: 홈페이지 참조
							",시간제 돌봄 서비스,"
								- 서비스 제공 범위: 주양육자가 올 때까지 임시보육, 놀이 활동, 식사 및 간식 챙겨주기, 보육시설, 학교, 학원 등하원, 안전신변보호 처리, 준비물 보조 등 ,- 서비스 안내,ㆍ나홀로 방치되는 초등학교 방과후 아동은 연 720시간까지 정부지원(아동당 최소 2시간 이상사용원칙)
							"
"
								- 인터넷 접수: amorebeautifulworld.amorepacific.com,- 연중 수시
							",,,"
								,
							",," 
								- 외출이 어렵거나 아름다운 하루를 완성하고 싶은 환우 ,- 카운셀러 봉사단의 방문이 가능한 환우로서, 현재 항암 또는 방사선 치료 중인 여성
							",메이크업 유어라이프-찾아가는 서비스,"
								- 1:1로 메이크업 카운셀링을 진행
							"
"
								- 우편접수: 서울특별시 영등포구 은행로 54, 4층 (여의도동 12-3) ,- 신청기간,ㆍ진로진학지도: 매년 6~8월,ㆍ예비대학 운영: 매년 11월~익년 2월,ㆍ대학생 리더 육성: 매년 6~10월,ㆍ통일미래리더 네트워크 구축: 연중
							",,,,," 
								- 진로진학지도: 탈북청소년 및 진학지도 교사, 학부모 등,- 예비대학 운영: 대학 입학(식)을 앞둔 예비대학생,- 대학생 리더 육성: 남북 청소년 및 대학생,- 통일 미래리더 네트워크 구축: 탈북 대학생,- 탈북학생 전담코디네이터 운영: 탈북학생 15명 이상 재학중인 초중고교
							",통일 미래리더 육성,"
								- 진로진학지도: 대학 입시박람회를 통해 대학 진학을 희망하는 탈북청소년에게 입학관련 기본 정보 및 수준별 맞춤 정보 제공 ,- 예비대학 운영: 예비 대학생의 대학 적응능력과 학업능력 향상 ,- 대학생 리더 육성: 남북 청소년들이 팀을 구성, 프로젝트 수행 후 결과 보고, 심사를 통한 수상자 해외탐방 기회 제공 ,- 통일 미래리더 네트워크 구축: 탈북대학생 멘토링, 탈북대학생 동아리 및 협의체 현장 교육 ,- 탈북학생 전담코디네이터 운영: 재북시 교육 경력이 있는 탈북민을 전담코디로 채용, 학생상담, 부모상담, 기초학습지도 등 역할 수행
							"
"
								- 기타 접수: 각 병원 상담문의,ㆍ가톨릭서울성모병원: 02-2258-5776,ㆍ서울대학교병원: 02-2027-3004,ㆍ연세대학교 의료원: 02-2228-7048
							",,,,," 
								- 소아암, 백혈병, 심장병, 희귀난치질환을 앓고 있는 아동 및 청소년
							",온드림 어린이 희망의료사업,"
								- 가톨릭대학교 서울성모병원: 조혈모세포이식수술, 선천성질환 등 의료비 지원, 정서지원 사업, 연구지원 사업,- 서울대학교병원: 백혈병, 소아암, 희귀난치성질환 등 의료비 지원, 케어프로그램 지원, 어린이병원 지원,- 연세대학교 의료원: 소아암, 희귀난치성질환 등 의료비 지원, 캠프 및 문화체험 교육프로그램(질병교육, 미술치료, 통합예술치료), 소아암, 백혈병 환아 쉼터 지원,- 금액 미정
							"
"
								- 공고 시(연중 수시 공고)
							",,,,," 
								- 저소득 아동
							",빈곤가정지원,"
								- 급식, 주거, 학습, 의료비 지원 ,- 도시락 및 밑반찬 배달, 주부식 지원
							"
"
								- 전화문의 : 1577-6635 ,- 접수기간,ㆍ장학지원 : 연2회 4~5월, 9~10월 ,ㆍWEST프로그램 : 매년 8월 ,ㆍ화상영어교육 지원 : 매년 1~2월 ,ㆍ학습지원 : 매년 1~2월
							",,,,," 
								- 장학지원 : 중고등학생 및 대학(원)생 ,- WEST 프로그램 : 국내 소재 4년제 대학 4학기 이상, 전문대학 2학기 이상 이수한 탈북대학생 ,- 화상영어교육 지원 : 9세 이상 탈북 청소년 및 북한이탈주민 자녀 ,- 학습지원 : 만3세 ~ 초등학생까지 탈북아동 및 북한이탈주민 자녀
							","청소년교육, 장학사업","
								- 장학지원 : 안정적인 학업수행을 위한 학비 및 생활비 보조 ,- WEST 프로그램 : 왕복항공료, 참가비, 어학연수 생활비, 무급인턴 생활비 등 50% 지원 ,- 화상영어교육 지원 : 인터넷을 이용하여 문법, 발음, 회화 등 1:1 실시간 교육, 개별 레벨평가 실시하여 수준별 맞춤 학습 지도(주당 60분) ,- 학습지원 : 희망하는 1개 과목 학습지 지원 ,- 담당 강사가 주1회(약 15분) 가정으로 방문, 교재 제공 및 개별 학습관리
							"
"
								- 인터넷 접수: www.familynet.or.kr/program/program/list.do ,- 홈페이지에서 권역별 지역센터 공고 확인
							",,,"
								,
							",," 
								- 결혼을 앞두거나 교제중인 미혼남녀/신혼기 부부
							",예비부부 및 신혼기 가족교육,"
								- 자신과 상대방에 대해 좀 더 이해할 수 있는 기회를 제공 ,- 결혼 초기 적응을 돕는 프로그램 ,- 건강한 결혼과 가족가치관을 확립 ,- 결혼생활에서 발생할 수 있는 문제에 대한 대처능력을 갖는데 도움
							"
"
								- 우편접수: 서울특별시 영등포구 은행로 54, 4층 (여의도동 12-3) ,- 연중 수시 접수
							",,,"
								,
							",," 
								- 청년취업아카데미: 대학생 중심 청년 구직(예정)자 대상 취업교육알선 프로그램 제공 ,- 청년세대 취업지원 바우처: 만 18세 ~ 만 35세 이하 청년 취업 준비자 ,- 전문직종 특화사업: 만 18세 ~ 만 45세 이하 취업을 희망하는 북한이탈주민 ,- 온라인 배움터 자격취득 교육: 취업을 준비하는 북한이탈주민
							",취업역량강화,"
								- 청년취업아카데미: 졸업자졸업예정자 중심 취업반과 재학생 중심 인턴십반 병행 운영 ,- 청년세대 취업지원 바우처: 취업에 필요한 학습지원을 위한 바우처 카드 발급 ,- 전문직종 특화사업: 기업의 현장수요 직종 선택으로 맞춤형 집중 훈련과정 개설 ,- 온라인 배움터 자격취득 교육: 북한이탈주민 교육생 전용 홈페이지를 통해 국가자격취득 및 정보화기술 등 300개 교육과정을 개설하여 온라인 교육으로 진행
							"
